Grid	Row Number	Column Letter	Quantitiy	Price	Retail Price	Brand	Description	Material	Tags
7	3	H	2	42	70	Amore & Baci	pink enamel bead with white enamel flower and pink swarovski	Sterling Silver & Swarovski	Nature, Garden, Enamel, Swarovski
7	3	I	1	42	70	Amore & Baci	purple enamel bead with white enamel flower and purple swarovski	Sterling Silver & Swarovski	Nature, Garden, Enamel, Swarovski
7	3	J	1	36	60	Moress	butterfly with clear swarovski	Sterling Silver & Swarovski	Nature, Garden, Enamel, Swarovski
7	4	A	1	55.2	92	Moress	rope design with light green swarovski	Sterling Silver & Swarovski	Decorative, Swarovski
7	4	B	2	36	60	Moress	ice cream sundae with brown swarovski	Sterling Silver & Swarovski	Food & Beverages
7	4	C	1	50.4	84	Moress	dark rhodium plated bead with fushia swarovski	Sterling Silver & Swarovski	Decorative, Swarovski
7	4	D	1	46.8	78	Moress	dark rhodium plated decorative bead with fushia swarovski	Sterling Silver & Swarovski	Decorative, Swarovski
7	4	E	1	46.8	78	Moress	dark rhodium plated star with fushia swarovski	Sterling Silver & Swarovski	Decorative, Swarovski
7	4	F	2	75	125	Moress	dark rhodium plated plump heart and bow with orange swarovski	Sterling Silver & Swarovski	Decorative, Swarovski
7	4	G	1	75	125	Moress	dark rhodium plated plump heart and bow with fushia swarovski	Sterling Silver & Swarovski	Decorative, Swarovski
7	4	H	1	28.8	48	Beadles	Breast cancer heart shaped awareness ribbon with pink swarovski	Sterling Silver & Swarovski	Swarovski
7	4	I	2	36	60	Carlo Biagi	light green cubic zirconia pave	Sterling Silver & Cubic Zirconia	Decorative, Cubic Zirconia
7	4	J	1	36	60	Carlo Biagi	green cubic zirconia pave	Sterling Silver & Cubic Zirconia	Decorative, Cubic Zirconia
7	5	A	2	36	60	Carlo Biagi	medium blue cubic zirconia pave	Sterling Silver & Cubic Zirconia	Decorative, Cubic Zirconia
7	5	B	1	36	60	Carlo Biagi	light blue cubic zirconia pave	Sterling Silver & Cubic Zirconia	Decorative, Cubic Zirconia
7	5	C	1	36	60	Carlo Biagi	clear cubic zirconia pave	Sterling Silver & Cubic Zirconia	Decorative, Cubic Zirconia
7	5	D	1	36	60	Carlo Biagi	clear and light pink cubic zirconia pave	Sterling Silver & Cubic Zirconia	Decorative, Cubic Zirconia
7	5	E	2	36	60	Carlo Biagi	light pink and red cubic zirconia pave	Sterling Silver & Cubic Zirconia	Decorative, Cubic Zirconia
7	5	F	2	36	60	Carlo Biagi	light pink cubic zirconia pave	Sterling Silver & Cubic Zirconia	Decorative, Cubic Zirconia
7	5	G	2	36	60	Carlo Biagi	orange cubic zirconia pave	Sterling Silver & Cubic Zirconia	Decorative, Cubic Zirconia
7	5	H	1	36	60	Carlo Biagi	dark purple and clear cubic zirconia pave	Sterling Silver & Cubic Zirconia	Decorative, Cubic Zirconia
7	5	I	2	21.6	36	Zable	cat head	Sterling Silver	Nature, Animals
7	5	J	2	21.6	36	Zable	cat lying down	Sterling Silver	Nature, Animals
7	6	A	1	21.6	36	Novo	stylized cat sitting	Sterling Silver	Nature, Animals
7	6	B	1	21.6	36	Reflections	oriental cat	Sterling Silver	Nature, Animals
7	6	C	1	21.6	36	Reflections	birman cat	Sterling Silver	Nature, Animals
7	6	D	1	21.6	36	Reflections	exotic short haired cat	Sterling Silver	Nature, Animals
7	6	E	1	21.6	36	Reflections	persian cat	Sterling Silver	Nature, Animals
7	6	F	2	21.6	36	Halia	cat, "Bastet's Emissary"	Sterling Silver	Nature, Animals
7	6	G	3	21.6	36	Halia	wolf, "Leader of the Pack"	Sterling Silver	Nature, Animals
7	6	H	1	21.6	36	Chamilia	cat lying cown	Sterling Silver	Nature, Animals
7	6	I	1	21.6	36	Zable	"I love my cat"	Sterling Silver	Nature, Animals
7	6	J	3	21.6	36	Carlo Biagi	cat, "Tennis tiger"	Sterling Silver	Nature, Animals
7	7	A	4	35	35	Ohm	cat, "Maneki-neko",Japanese beckoning cat, 	Sterling Silver	Nature, Animals
7	7	B	1	30.6	51	Novo	cougar	Sterling Silver	Nature, Animals
7	7	C	1	21.6	36	Zable	spaniel dog	Sterling Silver	Nature, Animals
7	7	D	1	21.6	36	Zable	chihuahua dog	Sterling Silver	Nature, Animals
7	7	E	2	21.6	36	Carlo Biagi	puppy dog	Sterling Silver	Nature, Animals
7	7	F	1	21.6	36	Zable	schnauzer dog	Sterling Silver	Nature, Animals
7	7	G	1	21.6	36	Zable	boxer dog	Sterling Silver	Nature, Animals
7	7	H	1	21.6	36	Zable	german shepherd dog	Sterling Silver	Nature, Animals
7	7	I	2	21.6	36	Zable	westie dog	Sterling Silver	Nature, Animals
7	7	J	3	21.6	36	Zable	rottweiler dog	Sterling Silver	Nature, Animals
8	1	A	2	21.6	36	Zable	pomeranian dog	Sterling Silver	Nature, Animals
8	1	B	1	21.6	36	Zable	yorkshire terrier dog	Sterling Silver	Nature, Animals
8	1	C	2	21.6	36	Zable	poodle dog	Sterling Silver	Nature, Animals
8	1	D	1	21.6	36	Zable	pug dog	Sterling Silver	Nature, Animals
8	1	E	2	21.6	36	Zable	dog with bone dangle	Sterling Silver	Nature, Animals
8	1	F	1	21.6	36	Ohm	bull terrier dog  	Sterling Silver	Nature, Animals
8	1	G	1	21.6	36	Amore & Baci	bull dog	Sterling Silver	Nature, Animals
8	1	H	2	21.6	36	Chamilia	dog head	Sterling Silver	Nature, Animals
8	1	I	1	21.6	36	Chiyopia	greyhound dog dangle	Sterling Silver	Nature, Animals
8	1	J	2	21.6	36	Reflections	dog with bone in mouth	Sterling Silver	Nature, Animals
8	2	A	2	16.2	27	Reflections	dachshund dog	Sterling Silver	Nature, Animals
8	2	B	1	24.6	41	Reflections	rottweiler dog	Sterling Silver	Nature, Animals
8	2	C	2	24.6	41	Reflections	rottweiler dog	Sterling Silver	Nature, Animals
8	2	D	2	21.6	36	Halia	poodle dog	Sterling Silver	Nature, Animals
8	2	E	1	24.6	41	Reflections	yorkshire terrier dog	Sterling Silver	Nature, Animals
8	2	F	1	30.6	51	Reflections	miniature schnauzer dog	Sterling Silver	Nature, Animals
8	2	G	1	24.6	41	Reflections	german shorthaired pointer dog	Sterling Silver	Nature, Animals
8	2	H	3	21.6	36	Carlo Biagi	dog, #1 engraved on back	Sterling Silver	Nature, Animals
8	2	I	1	21.6	36	Carlo Biagi	shih-tzu dog	Sterling Silver	Nature, Animals
8	2	J	1	21.6	36	Halia	dog, "Puppy"	Sterling Silver	Nature, Animals
8	3	A	1	21.6	36	Halia	bull dog, "Bull dog"	Sterling Silver	Nature, Animals
8	3	B	1	34.8	58	Carlo Biagi	dog with bone dangle	Sterling Silver	Nature, Animals
8	3	C	2	24	40	Moress	yorksire terrier dog	Sterling Silver	Nature, Animals
8	3	D	1	34.8	58	Novo	wolf, "She wolf"	Sterling Silver	Nature, Animals
8	3	E	1	23.4	39	Chamilia	dog bone dangle	Sterling Silver	Nature, Animals
8	3	F	1	30.6	51	Novo	2 yorkshire terrier dogs	Sterling Silver	Nature, Animals
8	3	G	1	21.6	36	Novo	"longhorn steer"	Sterling Silver	Nature, Animals
8	3	H	2	21.6	36	Halia	horse chess piece "Knight"	Sterling Silver	Nature, Animals
8	3	I	1	21.6	36	Zable	horse head	Sterling Silver	Nature, Animals
8	3	J	2	21.6	36	Carlo Biagi	cartoon horse	Sterling Silver	Nature, Animals
8	4	A	2	21.6	36	Carlo Biagi	lucky horseshoe	Sterling Silver	Nature, Animals
8	4	B	3	21.6	36	Halia	cow	Sterling Silver	Nature, Animals
8	4	C	1	21.6	36	Chamilia	cow	Sterling Silver	Nature, Animals
8	4	D	1	21.6	36	Amore & Baci	bull, large	Sterling Silver	Nature, Animals
8	4	E	1	21.6	36	Amore & Baci	bull, small	Sterling Silver	Nature, Animals
8	4	F	1	21.6	36	Chamilia	moose	Sterling Silver	Nature, Animals
8	4	G	1	21.6	36	Zable	moose	Sterling Silver	Nature, Animals
8	4	H	2	21.6	36	Carlo Biagi	ram	Sterling Silver	Nature, Animals
8	4	I	1	21.6	36	Amore & Baci	sheep	Sterling Silver	Nature, Animals
8	4	J	1	21.6	36	Zable	howling wolf	Sterling Silver	Nature, Animals
8	5	A	1	30	30	Ohm	Dog, "Schnauzer" 	Sterling Silver	Nature, Animals
8	5	B	1	35	35	Ohm	Cat with Heart Eyes, "Cat in Love"	Sterling Silver	Nature, Animals
8	5	C	2	30	30	Ohm	"Cat in a Basket"	Sterling Silver	Nature, Animals
8	5	D	1	30	30	Ohm	"Dog & Bone"	Sterling Silver	Nature, Animals
8	5	E	1	36	60	Moress	yellow enamel pig dangle	Sterling Silver	Nature, Animals
8	5	F	1	36	60	Moress	green enamel pig dangle	Sterling Silver	Nature, Animals
8	5	G	1	21.6	36	Chiyopia	Kangaroo	Sterling Silver	Nature, Animals
8	5	H	2	21.6	36	Halia	"Kangaroo"	Sterling Silver	Nature, Animals
8	5	I	1	21.6	36	Carlo Biagi	wallaby, kangaroo	Sterling Silver	Nature, Animals
8	5	J	1	21.6	36	Carlo Biagi	kangaroo	Sterling Silver	Nature, Animals
8	6	A	2	21.6	36	Carlo Biagi	hippo head	Sterling Silver	Nature, Animals
8	6	B	1	21.6	36	Zable	hippo  	Sterling Silver	Nature, Animals
8	6	C	2	21.6	36	Halia	hippo, "Hippopotamus"	Sterling Silver	Nature, Animals
8	6	D	2	30	30	Ohm	Hippo, "Growling Hippo"	Sterling Silver	Nature, Animals
8	6	E	1	30	30	Ohm	Rhinoceros, Baby Rhino"	Sterling Silver	Nature, Animals
8	6	F	1	21.6	36	Zable	elephant	Sterling Silver	Nature, Animals
8	6	G	1	21.6	36	Halia	elephant	Sterling Silver	Nature, Animals
8	6	H	1	18	30	Reflections	elephant	Sterling Silver	Nature, Animals
8	6	I	1	21.6	36	Zable	leopard head	Sterling Silver	Nature, Animals
8	6	J	1	21.6	36	Zable	cougar head	Sterling Silver	Nature, Animals
8	7	A	1	21.6	36	Amore & Baci	leopard head	Sterling Silver	Nature, Animals
8	7	B	2	21.6	36	Carlo Biagi	lion	Sterling Silver	Nature, Animals
8	7	C	1	21.6	36	Carlo Biagi	lion head	Sterling Silver	Nature, Animals
8	7	D	1	21.6	36	Amore & Baci	cartoon coyote	Sterling Silver	Nature, Animals
8	7	E	1	21.6	36	Novo	moose head	Sterling Silver	Nature, Animals
8	7	F	1	21.6	36	Carlo Biagi	California bear	Sterling Silver	Nature, Animals
8	7	G	1	21.6	36	Halia	koala bear	Sterling Silver	Nature, Animals
8	7	H	4	21.6	36	Carlo Biagi	koala bear	Sterling Silver	Nature, Animals
8	7	I	2	21.6	36	Zable	koala bear	Sterling Silver	Nature, Animals
8	7	J	1	40	40	Ohm	polar bear	Sterling Silver	Nature, Animals
9	1	A	2	21.6	36	Halia	polar bear	Sterling Silver	Nature, Animals
9	1	B	2	21.6	36	Halia	panda bear	Sterling Silver	Nature, Animals
9	1	C	2	21.6	36	Halia	bear paw print	Sterling Silver	Nature, Animals
9	1	D	1		44	Novo	baby bear  	Sterling Silver	Nature, Animals
9	1	E	1	21.6	36	Amore & Baci	teddy bear with night cap	Sterling Silver	Nature, Animals
9	1	F	2	21.6	36	Zable	monkeys, "see no evil, hear no evil, speak no evil"	Sterling Silver	Nature, Animals
9	1	G	1	21.6	36	Halia	monkeys, "see no evil, hear no evil, speak no evil"	Sterling Silver	Nature, Animals
9	1	H	3	21.6	36	Carlo Biagi	monkey, "speak no evil"	Sterling Silver	Nature, Animals
9	1	I	1	21.6	36	Amore & Baci	kangaroo mouse	Sterling Silver	Nature, Animals
9	1	J	3	21.6	36	Halia	mouse	Sterling Silver	Nature, Animals
9	2	A	1	30	30	Ohm	Mouse, "Smart Rat"	Sterling Silver	Nature, Animals
9	2	B	1	30.6	51	Novo	squirrel with pinecone	Sterling Silver	Nature, Animals
9	2	C	1	21.6	36	Halia	squirrel with enamel nut	Sterling Silver	Nature, Animals
9	2	D	2	35	35	Ohm	"Possum"	Sterling Silver	Nature, Animals
9	2	E	4	30	30	Ohm	"Guinea Pig"	Sterling Silver	Nature, Animals
9	2	F	2	21.6	36	Zable	cartoon bunny	Sterling Silver	Nature, Animals
9	2	G	*	*	*	Sold, OMIT	*	Sterling Silver	Nature, Animals
9	2	H	2	21	35	Ohm	rabbit with flowers, "Easter bunny"	Sterling Silver	Nature, Animals
9	2	I	1	21.6	36	Chamilia	rabbit	Sterling Silver	Nature, Animals
9	2	J	2	40	40	Ohm	"Little Fox" head	Sterling Silver	Nature, Animals
9	3	A	2	21.6	36	Carlo Biagi	porcupine	Sterling Silver	Nature, Animals
9	3	B	1	21.6	36	Novo	armadillo	Sterling Silver	Nature, Animals
9	3	C	2	21.6	36	Amore & Baci	tortoise and hare	Sterling Silver	Nature, Animals
9	3	D	2	21.6	36	Amore & Baci	frog lounging on leaf	Sterling Silver	Nature, Animals
9	3	E	3	21.6	36	Carlo Biagi	frog on lily pad	Sterling Silver	Nature, Animals
9	3	F	3	21.6	36	Carlo Biagi	band of frogs	Sterling Silver	Nature, Animals
9	3	G	3	21.6	36	Carlo Biagi	toad, frog	Sterling Silver	Nature, Animals
9	3	H	3	21.6	36	Carlo Biagi	alligator	Sterling Silver	Nature, Animals
9	3	I	1	30	30	Ohm	"Crocodile Nile"	Sterling Silver	Nature, Animals
9	3	J	1	21.6	36	Halia	alligator	Sterling Silver	Nature, Animals
9	4	A	2	21.6	36	Carlo Biagi	turtle	Sterling Silver	Nature, Animals
9	4	B	2	30	30	Ohm	"Cute chameleon"	Sterling Silver	Nature, Animals
9	4	C	2	21.6	36	Carlo Biagi	bat	Sterling Silver	Nature, Animals
9	4	D	3	21.6	36	Zable	snail	Sterling Silver	Nature, Garden 
9	4	E	3	21.6	36	Amore & Baci	snail	Sterling Silver	Nature, Garden 
9	4	F	2	21.6	36	Halia	snail	Sterling Silver	Nature, Garden 
9	4	G	2	21.6	36	Carlo Biagi	spider	Sterling Silver	Nature, Garden 
9	4	H	1	21.6	36	Amore & Baci	spider	Sterling Silver	Nature, Garden 
9	4	I	1	21.6	36	Amore & Baci	scorpion	Sterling Silver	Nature, Garden 
9	4	J	4	21.6	36	Carlo Biagi	bumble bee	Sterling Silver	Nature, Garden 
9	5	A	1	21.6	36	Halia	"Modern butterfly"	Sterling Silver	Nature, Garden 
9	5	B	1	21.6	36	Carlo Biagi	butterfly  	Sterling Silver	Nature, Garden 
9	5	C	1	21.6	36	Carlo Biagi	monarch butterfly	Sterling Silver	Nature, Garden 
9	5	D	1	21.6	36	Halia	butterfly, "Metamorphosis"	Sterling Silver	Nature, Garden 
9	5	E	1	21.6	36	Zable	butterfly	Sterling Silver	Nature, Garden 
9	5	F	2	21.6	36	Chamilia	snail with blue cubic zirconia	Sterling Silver & Cubic Zirconia	Nature, Garden, Cubic Zirconia
9	5	G	1	21.6	36	Carlo Biagi	woodpecker	Sterling Silver	Nature, Animals
9	5	H	2	21.6	36	Carlo Biagi	parrot	Sterling Silver	Nature, Animals
9	5	I	4	21.6	36	Carlo Biagi	swan	Sterling Silver	Nature, Animals
9	5	J	2	21.6	36	Carlo Biagi	owl	Sterling Silver	Nature, Animals
9	6	A	1	18	30	Novo	"Blind owl"	Sterling Silver	Nature, Animals
9	6	B	1	21.6	36	Zable	eagle head	Sterling Silver	Nature, Animals
9	6	C	1	30	30	Ohm	"Scarlet macaw"	Sterling Silver	Nature, Animals
9	6	D	3	21.6	36	Chamilia	"Song bird"	Sterling Silver	Nature, Animals
9	6	E	1	21.6	36	Halia	eagle head, "Majestic eagle"	Sterling Silver	Nature, Animals
9	6	F	1	30	30	Ohm	owl	Sterling Silver	Nature, Animals
9	6	G	1	30	30	Ohm	"Budgie Pet Bird"	Sterling Silver	Nature, Animals
9	6	H	1	35	35	Ohm	"Penguin Chick"	Sterling Silver	Nature, Animals
9	6	I	1	40	40	Ohm	"Pretty Peacock" with Gold Enamel on Back	Sterling Silver & Enamel	Nature, Animals, Enamel
9	6	J	2	25.2	42	Moress	bird dangle	Sterling Silver	Nature, Animals
9	7	A	1	26.4	44	Novo	"Toucan"	Sterling Silver	Nature, Animals
9	7	B	1	43.2	72	Novo	"Robin on apple blossom" with swarovski crystal	Sterling Silver & Swarovski	Nature, Animals, Swarovski
9	7	C	1	55	55	Ohm	"Bluebird of Happiness" with Blue Swarovski	Sterling Silver & Swarovski	Nature, Animals, Swarovski
9	7	D	2	41.4	69	Novo	peacock with muliple colors swarovski	Sterling Silver & Swarovski	Nature, Animals, Swarovski
9	7	E	1	45	75	Chamilia	crab with blue and green swarovski	Sterling Silver & Swarovski	Nature, Sea, Swarovski
9	7	F	1	21.6	36	Novo	starfish	Sterling Silver	Nature, Sea
9	7	G	2	21.6	36	Carlo Biagi	seahorse	Sterling Silver	Nature, Sea
9	7	H	1	21.6	36	Carlo Biagi	seahorse	Sterling Silver	Nature, Sea
9	7	I	1	21.6	36	Zable	seashell	Sterling Silver	Nature, Sea
9	7	J	3	21.6	36	Halia	starfish, "	Sterling Silver	Nature, Sea
10	1	A	3	21.6	36	Halia	Seashell, "Echos from the Beach"	Sterling Silver	Nature, Sea
10	1	B	1	21.6	36	Halia	Seashell, "Life's a Beach"	Sterling Silver	Nature, Sea
10	1	C	1	40	40	Ohm	"Pearl Shell"	Sterling Silver & Faux Pearl	Nature, Sea
10	1	D	2	21.6	36	Carlo Biagi	Seashell	Sterling Silver	Nature, Sea
10	1	E	2	21.6	36	Carlo Biagi	Starfish	Sterling Silver	Nature, Sea
10	1	F	1	21.6	36	Zable	Lobster	Sterling Silver	Nature, Sea
10	1	G	1	21.6	36	Zable	Scorpion	Sterling Silver	Nature, Sea
10	1	H	1	28.8	48	Carlo Biagi	Fish with Clear Cubic Zirconia	Sterling silver & Cubic Zirconia	Nature, Sea, Cubic Zirconia
10	1	I	1	28.8	48	Carlo Biagi	Blowfish with Clear Cubic Zirconia	Sterling Silver & Cubic Zirconia	Nature, Sea, Cubic Zirconia
10	1	J	2	28.8	48	Carlo Biagi	Seashell with Clear Cubic Zirconia	Sterling Silver & Cubic Zirconia	Nature, Sea, Cubic Zirconia
10	2	A	1	40	40	Ohm	"Crab" with Yellow Cubic Zirconia	Sterling Silver & Cubic Zirconia	Nature, Sea, Cubic Zirconia
10	2	B	1	21.6	36	Reflections	"Flounder" Fish	Sterling Silver	Nature, Sea
10	2	C	2	21.6	36	Chamilia	Crab	Sterling Silver	Nature, Sea
10	2	D	2	21.6	36	Carlo Biagi	Happy Crab	Sterling Silver	Nature, Sea
10	2	E	2	21.6	36	Halia	"Crab"	Sterling Silver	Nature, Sea
10	2	F	1	21.6	36	Zable	Crab	Sterling Silver	Nature, Sea
10	2	G	1	21.6	36	Carlo Biagi	Hermit Crab	Sterling Silver	Nature, Sea
10	2	H	1	18	30	Ohm	Striped Sail Fish	Sterling Silver	Nature, Sea
10	2	I	3	21.6	36	Carlo Biagi	Tropical Fish	Sterling Silver	Nature, Sea
10	2	J	1	21.6	36	Carlo Biagi	Fish  	Sterling Silver	Nature, Sea
10	3	A	1	21.6	36	Carlo Biagi	Blowfish	Sterling Silver	Nature, Sea
10	3	B	2	21.6	36	Carlo Biagi	Coy Fish Heart	Sterling Silver	Nature, Sea
10	3	C	1	21.6	36	Amore & Baci	Fish	Sterling Silver	Nature, Sea
10	3	D	2	21.6	36	Amore & Baci	Blowfish	Sterling Silver	Nature, Sea
10	3	E	2	21.6	36	Amore & Baci	Fish	Sterling Silver	Nature, Sea
10	3	F	2	21.6	36	Amore & Baci	Shrimp	Sterling Silver	Nature, Sea
10	3	G	2	21.6	36	Carlo Biagi	Goldfish in a bowl	Sterling Silver	Nature, Sea
10	3	H	4	21.6	36	Zable	Whale	Sterling Silver	Nature, Sea
10	3	I	2	21.6	36	Carlo Biagi	Whale	Sterling Silver	Nature, Sea
10	3	J	1	30	30	Ohm	Whale, "Happy Whale"	Sterling Silver	Nature, Sea
10	4	A	2	21.6	36	Carlo Biagi	Dolphin	Sterling Silver	Nature, Sea
10	4	B	1	21.6	36	Halia	"Dolphin"	Sterling Silver	Nature, Sea
10	4	C	1	21.6	36	Amore & Baci	Shark	Sterling Silver	Nature, Sea
10	4	D	1	21.6	36	Carlo Biagi	Seal	Sterling Silver	Nature, Sea
10	4	E	2	35	35	Ohm	"Seal"	Sterling Silver	Nature, Sea
10	4	F	1	21.6	36	Amore & Baci	Stingray	Sterling Silver	Nature, Sea
10	4	G	1	21.6	36	Carlo Biagi	Octopus	Sterling Silver	Nature, Sea
10	4	H	2	30	30	Ohm	"Cute Squid" with Clear CZ	Sterling Silver & Cubic Zirconia	Nature, Sea, Cubic Zirconia
10	4	I	2	21.6	36	Halia	Octopus, Swimming Octopus"	Sterling Silver	Nature, Sea
10	4	J	1	40	40	Ohm	"Fish Bowl"	Sterling Silver	Nature, Sea
10	5	A	1	21.6	36	Halia	Fish Dangle, "Gone Fishin' "	Sterling Silver	Nature, Sea
10	5	B	1	21.6	36	Reflections	Seal	Sterling Silver	Nature, Sea
10	5	C	1	21.6	36	Reflections	Two Dophins	Sterling Silver	Nature, Sea
10	5	D	1	21.6	36	Novo	Crab	Sterling Silver	Nature, Sea
10	5	E	1	26.4	44	Novo	"Leaping Fish"	Sterling Silver	Nature, Sea
10	5	F	1	26.4	44	Novo	Chili Peppers	Sterling Silver	Food & Beverages
10	5	G	1	28.8	48	Chamilia	Snake with Blue Cubic Zirconia	Sterling Silver & Cubic Zirconia	Nature, Animals, Cubic Zirconia
10	5	H	2	28.8	48	Chamilia	Angel Fish with Orange and Clear Cubic Zirconia	Sterling Silver & Cubic Zirconia	Nature, Sea, Cubic Zirconia
10	5	I	2	34.8	58	Carlo Biagi	Mouse with Chesse Dangle	Sterling Silver 	Nature, Animals
10	5	J	1	39.6	66	Novo	Octopus with Faux Pearl	Sterling Silver & Faux Pearl	Nature, Sea
10	6	A	2	41.4	69	Novo	Decorative Ball with Waves	Sterling Silver	Nature, Sea
10	6	B	1	31.2	52	Novo	Goldfish  	Sterling Silver	Nature, Sea
10	6	C	1	31.2	52	Novo	"Coral Reef"	Sterling Silver	Nature, Sea
10	6	D	1	33	55	Novo	Butterfly on a Flower with Yellow Swarovski	Sterling Silver & Swarovski	Nature, Garden, Swarovski
10	6	E	3	48	80	Moress	Red Enamel Ladybug with Black Swarovski	Sterling Silver & Swarovski	Nature, Garden, Swarovski
10	6	F	1	25.8	43	Carlo Biagi	Enamel Leopard Print	Sterling Silver & Enamel	Nature, Animals, Enamel
10	6	G	3	25.8	43	Zable	Blue Enamel Paw Print	Sterling Silver & Enamel	Nature, Animals, Enamel
10	6	H	2	25.8	43	Zable	Green Enamel Paw Print	Sterling Silver & Enamel	Nature, Animals, Enamel
10	6	I	1	25.8	43	Carlo Biagi	Enamel Giraffe Print	Sterling Silver & Enamel	Nature, Animals, Enamel
10	6	J	1	25.8	43	Zable	Red Enamel Paw Print	Sterling Silver & Enamel	Nature, Animals, Enamel
10	7	A	1	22.2	37	Novo	Two Seahorses	Sterling Silver	Nature, Sea
10	7	B	2	21.6	36	Zable	Bicycle	Sterling Silver	Transportation
10	7	C	2	21.6	36	Carlo Biagi	Bicycle	Sterling Silver	Transportation
10	7	D	1	21.6	36	Carlo Biagi	Motorbike	Sterling Silver	Transportation
10	7	E	1	21.6	36	Chamilia	Motorbike	Sterling Silver	Transportation
10	7	F	1	35	35	Ohm	"Scooter"	Sterling Silver	Transportation
10	7	G	2	21.6	36	Amore & Baci	Motorbike/Scooter	Sterling Silver	Transportation
10	7	H	1	21.6	36	Amore & Baci	Car	Sterling Silver	Transportation
10	7	I	1	35	35	Ohm	Car, "Bug Classic Car"	Sterling Silver	Transportation
10	7	J	1	21.6	36	Halia	Car, "Punchbuggy"	Sterling Silver	Transportation
11	1	A	2	21.6	36	Carlo Biagi	Car	Sterling Silver	Transportation
11	1	B	1	40	40	Ohm	"Police Car"	Sterling Silver	Transportation
11	1	C	2	21.6	36	Carlo Biagi	Medic Truck	Sterling Silver	Transportation
11	1	D	1	40	40	Ohm	"1960's Hippie Van"	Sterling Silver	Transportation
11	1	E	1	21.6	36	Halia	Hippie Van, "Travelin' Van"	Sterling Silver	Transportation
11	1	F	1	40	40	Ohm	"Camper"	Sterling Silver	Transportation
11	1	G	1	21.6	36	Halia	Camper, "Vintage Road Trip"	Sterling Silver	Transportation
11	1	H	2	21.6	36	Zable	Tractor	Sterling Silver	Transportation
11	1	I	4	21.6	36	Carlo Biagi	Pirate Ship	Sterling Silver	Transportation, Nautical
11	1	J	2	21.6	36	Carlo Biagi	Speed Boat	Sterling Silver	Transportation, Nautical
11	2	A	3	21.6	36	Carlo Biagi	Sail Boat	Sterling Silver	Transportation, Nautical
11	2	B	2	21.6	36	Carlo Biagi	Cruise Ship	Sterling Silver	Transportation, Nautical
11	2	C	4	21.6	36	Halia	Cruise Ship, "Ocean Cruisin' "	Sterling Silver	Transportation, Nautical
11	2	D	3	21.6	36	Halia	"Sailboat"	Sterling Silver	Transportation, Nautical
11	2	E	3	21.6	36	Halia	Speed Boat, "Gabrielle's Yacht"	Sterling Silver	Transportation, Nautical
11	2	F	2	35	35	Ohm	"Pirate Ship"	Sterling Silver	Transportation, Nautical
11	2	G	1	21.6	36	Zable	Pirate Ship	Sterling Silver	Transportation, Nautical
11	2	H	1	21.6	36	Zable	Ferry Boat	Sterling Silver	Transportation, Nautical
11	2	I	1	21.6	36	Chamilia	Cruise Ship	Sterling Silver	Transportation, Nautical
11	2	J	1	21.6	36	Carlo Biagi	Helicopter	Sterling Silver	Transportation
11	3	A	3	21.6	36	Carlo Biagi	Hot Air Balloon	Sterling Silver	Transportation
11	3	B	3	21.6	36	Carlo Biagi	Plane	Sterling Silver	Transportation
11	3	C	2	30	30	Ohm	"Blimp"	Sterling Silver	Transportation
11	3	D	2	21.6	36	Carlo Biagi	Train	Sterling Silver	Transportation
11	3	E	3	21.6	36	Carlo Biagi	Fire Truck	Sterling Silver	Transportation
11	3	F	1	21.6	36	Chamilia	Toy Train	Sterling Silver	Transportation
11	3	G	1	40	40	Ohm	"Fire Truck"	Sterling Silver	Transportation
11	3	H	1	35	35	Ohm	"Trolley"	Sterling Silver	Transportation
11	3	I	2	21.6	36	Halia	"Princess Carriage"	Sterling Silver	Transportation
11	3	J	2	21.6	36	Halia	"Euro" Symbol	Sterling Silver	Travel
11	4	A	1	21.6	36	Halia	"Eiffel Tower"	Sterling Silver	Travel
11	4	B	1	21.6	36	Halia	"Medieval Castle"	Sterling Silver	Travel
11	4	C	1	21.6	36	Halia	"Taj Mahal"	Sterling Silver	Travel
11	4	D	2	21.6	36	Halia	"St. Basil's Cathedral"	Sterling Silver	Travel
11	4	E	2	21.6	36	Halia	"British Parliament"	Sterling Silver	Travel
11	4	F	1	21.6	36	Halia	"Coliseum in Rome"	Sterling Silver	Travel
11	4	G	2	21.6	36	Halia	"Deutsche Demokratische Republik", DDR	Sterling Silver	Travel
11	4	H	1	21.6	36	Halia	Fleur de lis, "Dynastic Destiny"	Sterling Silver	Travel
11	4	I	2	21.6	36	Halia	Globe, "Halia's World"	Sterling Silver	Travel
11	4	J	2	21.6	36	Halia	"Brandenburg Gate"	Sterling Silver	Travel
11	5	A	1	21.6	36	Halia	"Mount Rushmore"	Sterling Silver	Travel
11	5	B	1	21.6	36	Halia	"Route 66"	Sterling Silver	Travel
11	5	C	1	21.6	36	Halia	"Las Vegas"	Sterling Silver	Travel
11	5	D	1	21.6	36	Chamilia	Suitcase	Sterling Silver	Travel
11	5	E	1	21.6	36	Carlo Biagi	Telephone Booth	Sterling Silver	Travel
11	5	F	1	21.6	36	Zable	Three sided - 1- as pictured, 2- "Cape Cod", 3- shape of the cape	Sterling Silver	Travel
11	5	G	1	21.6	36	Zable	Three sided - all as pictured, "Music City"	Sterling Silver	Travel
